ArticleId,Headline,Description,Date
11,Ranbir and Alia to tie the knot today. Here’s how Twitter is reacting,"We know, all of you are currently waiting for Ranbir Kapoor and Alia Bhatt’s wedding pictures but before we get hold of the official photos, let’s take a look at how Twitter is reacting to their wedding. The couple has been dating for quite some time now and after some major speculations, it was finally confirmed by Neetu Kapoor and her daughter Riddhima Kapoor Sahni that the couple will be tying the knot today in Mumbai in the presence of close friends and family members. Well, netizens could barely keep calm. Some reacted to the news with utmost joy, others churned out some hilarious memes.Take a look at some of them here:Me while waiting for #RanbirAliaWedding pics .. pic.twitter.com/KmoDVIPqiKWhere’s the groom #RanbirAliaWedding #RanbirKapoor pic.twitter.com/ZOPnMMs79QNeutrals: What is the exact date of Ranbir Kapoor & Alia Bhatt's wedding?RKFs & Alia Stans: #RanbirAliaWedding #TheBigBollywoodWedding #RanbirKapoor #AliaBhatt pic.twitter.com/KDSOuTIT5FI'm sure I am going to cry a river tomorrow #RanbirAliaWedding pic.twitter.com/xy4RAXx6NDAll the boys having Crush on Alia right now #AliaBhatt #aliaranbirwedding #RanbirAlia #RanbirKapoor #RanbirKapoorAliaBhattWedding #Memes #bollywoodwedding #Trending pic.twitter.com/DImRk7ZbdIRk fangirls rnPs. Found this on yt shorts#RanbirAliaWedding pic.twitter.com/LEr90gb9KS#RanbirAliaWedding #AliaBhattRanbir Alia announced their weddingGirls who have crush on #RanbirKapoor be like: pic.twitter.com/9oLF3wy6iJEvery single girl crushing on Ranbir Kapoor is like #aliaranbirwedding #AliaBhatt #RanbirAliaWedding #April17th #RanbirKapoor pic.twitter.com/uUzQMTA3lbAlia Bhatt and Ranbir Kapoor will be married in a matter of a few hours now! Alia Bhatt and Ranbir Kapoor’s wedding is totally the shaadi of the year. About their ‘big day’ today, a source had shared exclusively with IndiaToday.in, “Both the families have decided the wedding will happen around the second week of April. This decision was taken given Ranbir and Aalia’s impending work commitments and also a date that was picked by the family pandit.” The duo will have an intimate wedding with only family and close friends in attendance.",2022-04-14
12,Ice Age’s ‘unlucky squirrel’ finally gets his acorn in a happy farewell video,"Remember Scrat the saber-toothed squirrel from the Ice Age movies? The poor animal always had difficulties while holding onto his precious acorn. At the beginning or during every Ice Age movie, Scrat used to make an appearance and leave us giggling at his stupid antics.Now, Blue Sky Studios, the animation company behind the Ice Age franchise, has shared a sweet farewell video for the ill-fated squirrel. After the studio was shut down by Disney in 2021 due to Covid-19, the makers of Ice Age decided to finally give Scrat the only thing he wanted of all- an acorn!“In the final days of Blue Sky Studios, a small team of artists came together to do one final shot. This shot is a farewell, a send-off on our own terms,” read the caption.Check out the sweet video:In an official statement, the studio thanked people for supporting them during the 34-year-long journey.A post shared by Blue Sky Studios (@blueskystudios)Netizens were overjoyed at the sweet ending. Many pointed out how Scrat’s character had been their favourite since childhood.Bye Scrat! Hope you find many more acorns.",2022-04-14
13,"Throwback pic of Alia Bhatt dressed as bride, flaunting mehendi goes VIRAL as she gets married to Ranbir Kapoor","Alia Bhatt and Ranbir Kapoor are getting married today, April 14 and we are eagerly waiting for their wedding pictures. All eyes are on Alia’s Instagram handle as she ties the knot with Ranbir Kapoor today. Ahead of the big Bollywood shaadi, a throwback photo of Alia dressed as a bride, flaunting her henna beside celebrity mehendi artist Veena Nagda is going viral.We have seen Alia Bhatt turn on-screen bride many a time. But we are uber-excited to see how stunning she looks when she dresses up as a real one today. Alia is getting married to her childhood crush, Ranbir Kapoor today, April 14 at their Vastu apartment. Ahead of the same, a photo of Alia dressed as a bride on the sets of an ad is going viral on the web. The actress posed beside henna artist Veena Nagda as she flaunted her mehendi design.Here is the pic:A post shared by Veena Bollywood Mehendi (@veenanagda)Ranbir Kapoor and Alia Bhatt’s mehendi ceremony took place on April 13 at their Vastu apartment in Mumbai. IndiaToday.in had exclusively shared inside scoops from the mehendi ceremony yesterday. Alia’s mehendi design has a number 8 connect (Ranbir’s lucky number). The mehendi that was used was organic.A source shared that Alia was heard telling one of the mehendi designers if they could make an infinity design based on the number 8 and horizontally incorporate it somewhere on her palms. Ranbir’s cousins Kareena Kapoor Khan and Karisma sat next to bride-to-be Alia during the mehendi ceremony yesterday. Traditional Punjabi songs were played with a mix of Bollywood tunes like Kabira in the background.Ranbir and Alia’s pheras are to take place around 3 pm today.",2022-04-14
14,"Ranchi man repeatedly rapes sister-in-law, threatens to kill family","A woman from Ranchi has accused her brother-in-law of repeatedly raping her after taking her out of town. The woman alleged that the man offered to take her to Patna and Delhi for a holiday where he rented a place and raped her.After that, he took her to Kolkata and raped her again. After the woman insisted, they returned to Ranchi. She further alleged that he threatened to kill her if she took any action against him.The accused, a resident of Ranchi's Pithoria, was a frequent visitor to the victim’s house. On March 28, he called her to meet him outside, where he offered her to accompany him in a taxi.Later, they got off at a bus stop and boarded the bus to Patna from where they took a train to Delhi. In Delhi, he rented a place for two days where he raped her. Then they left for Kolkata, where he raped her again.On April 4, they both returned to Ranchi. At the railway station, he threatened her that if she told anyone about the incident, he would kill her entire family. The accused then fled the scene.The victim managed to come home on her own and told her husband everything, after which they filed a complaint at the Argora Police station.READ| Thiruvananthapuram: Special CBI Court announces life term for accused in Shyamal Mandal murder case",2022-04-14
15,"CCTV footage shows rioters wielding swords, vandalising bikes in Khargone on Ram Navami","A CCTV footage that captured the violence in Madhya Pradesh’s Khargone on Ram Navami, April 10, has been accessed by India Today. The footage shows rioters pelting stones and waving swords in a Ward-13 locality.The locality is just behind Ghati Marg Mullan Wadi Jama Masjid. The faces of all the rioters were covered with scarves.ALSO READ | Deleted fake tweet but stand by questions on Khargone violence, Digvijaya Singh says after FIRThe footage further showed the miscreants vandalising vehicles parked in the locality.On April 10, stones were allegedly pelted at a Ram Navami procession, prompting the police to fire tear gas shells to control the situation, Khargone Additional Collector Sumer Singh Mujalde said.This allegedly triggered communal violence, resulting in arson, in which several vehicles and houses were set ablaze, a senior police officer said. Three police personnel were among those injured in the clash.ALSO READ | Youth ran with sword, his friend shot at me, says cop injured in MP violence on Ram NavamiFollowing the incident, a curfew was clamped in the region. The citizens were asked not to step out except in the case of medical emergencies. So far, 100 people have been arrested in connection with the violence.",2022-04-14
16,Little boy offers water to elderly couple on the street. Viral pic,"There is no substitute for kindness and that is a fact. And, while we are on this topic, it is very safe to say that if compassion and empathy is instilled from a young age, it shows. You must be thinking why we are talking about this all of a sudden. So, IAS officer Awanish Sharan took to Twitter to share a heartwarming picture and it has gone viral online. Read on to find out about it further.In the now-viral picture, a young boy can be seen offering water from his own bottle to an elderly couple on the street. The simple picture is worth a thousand words and it will surely move you.“Hatred is taught, kindness is natural,” reads the caption of the post.See post here:Hatred is Taught. Kindness is Natural. pic.twitter.com/plKNo1asLvAfter being shared online, the post garnered close to 4k likes. Netizens hailed the kindness of the little boy and were touched by his gesture.“We're born with kindness. We're born to love,” a user wrote.Another user commented, “Innocent child’s awesome thought and admirable gesture.”See the comments here:Beautiful messageWe're born with kindness.. We're born to love, with loveInnocent child’s awesome thought and admirable gesture.Well saidVery true https://t.co/0gVfql30KRSo wholesome, isn’t it?",2022-04-14
17,KGF kills the Beast,"Yash's KGF: Chapter 2 and Thalapathy Vijay's Beast are clashing at the box office this April. It is safe to say that KGF 2 has thrashed Vijay's Beast in theatres. While Beast is receiving mixed reviews, KGF: Chapter 2 is being showered with love from all quarters. Also, KGF: Chapter 2 is on top when compared to Beast in ticket sales, according to BookMyShow.Thalapathy Vijay's Beast, directed by Nelson Dilipkumar, released in theatres on April 13, one day ahead of Tamil New Year. On the other hand, KGF: Chapter 2 released in theatres on April 14 and has comfortably overtaken Beast at the box office.According to BookMyShow stats, 2.5 million tickets of KGF: Chapter 2 were sold in advance. Ashish Saksena, COO - Cinemas, BookMyShow said, ""Cinemas are geared up for the clash of two massive South Indian titles that are set to take the box office by storm this week. With both KGF: Chapter 2 (Kannada, Hindi, Telugu, Tamil) and Beast (Tamil) being out-and-out mass entertainers and highly anticipated movies, the advance ticket sales are shooting up in a frenzy.""He further added, ""K.G.F: Chapter 2 has already crossed a whopping 2.5 million tickets in advance sales and Beast has crossed 1.8 million ticket sales on BookMyShow, rapidly increasing with every passing hour. All in all, it is going to be a massive week ahead for cinemas with the platter available and we are confident this will further aid and strengthen the recovery curve of the industry.""Beast had a slight edge in Tamil Nadu as it had a solo release on April 13. While the film registered a monstrous opening, it has been receiving mixed reviews from critics and audience. Now, Beast's theatrical run will depend on word of mouth. Whereas KGF: Chapter 2 had generated a great buzz in the North, apart from the South Indian states. Initial reports suggest that KGF will shatter box office collections and could put up big numbers soon.While Beast may dominate in Tamil Nadu because of Thalapathy Vijay for a few days, KGF: Chapter 2 will take over the North Indian market by storm. According to trade reports, KGF 2 is likely to cross Rs 100 crore on its opening day.After Jr NTR and Ram Charan's RRR, it's now KGF: Chapter 2's turn to dominate the box office.",2022-04-14
18,"Pradhan Mantri Sangrahalaya a reflection of all govts, says PM Modi after inauguration","Prime Minister Narendra Modi said the Pradhan Mantri Sangrahalaya is a reflection of the efforts of all the previous governments. He said, ""Today, wherever we are, it is the result of the contribution of all the Prime Ministers since Independence. Every Prime Minister has contributed in their own way.""""I acknowledge the contribution of all prime ministers since Independence. We need to remember the contribution of all the Prime Ministers to strengthen the constitution of our country,"" he said.Delhi | Prime Minister Narendra Modi inaugurates 'Pradhanmantri Sangrahalaya'- a museum dedicated to the country's Prime Ministers since Independence(Source: DD news) pic.twitter.com/QpHcS45ZsZPrime Minister Narendra Modi also bought the first ticket to enter the Pradhan Mantri Sangrahalaya, after inaugurating the museum dedicated to the 14 former prime ministers of India. The museum will have a technologically-advanced display of the life and contributions of the country's first prime minister, Jawaharlal Nehru, with a number of gifts received by him from all over the world put on display for the first time, according to officials.The museum has been developed to create awareness about these leaders. It recognises the contributions of all the prime ministers irrespective of their ideology or tenure in office, the officials said.Read: PM Modi inaugurates Pradhan Mantri Sangrahalaya, buys first ticket to enter museumInformation was collected through institutions such as Doordarshan, Film Division, Sansad TV, Ministry of Defence, media houses (Indian and foreign), print media, foreign news agencies, the ""Toshakhana"" of the Ministry of External Affairs (MEA) etc. The families of the former prime ministers were also contacted for valuable information about them.The content has been acquired on a perpetual licence in most cases. Appropriate use of archives (collected works and other literary works, important correspondences), personal items, gifts and memorabilia (felicitations, honours, medals conferred, commemorative stamps, coins etc.), speeches of the prime ministers, anecdotal representation of their ideologies and different aspects of their lives have been reflected in a thematic format.The Pradhanmantri Sangrahalaya has employed cutting-edge technology-based interfaces to present information in an easy and interesting manner, especially for youngsters. Holograms, virtual reality, augmented reality, multi-touch, multi-media, interactive kiosks, computerised kinetic sculptures, smartphone applications, interactive screens, experiential installations etc. have been leveraged to make the exhibition content highly interactive.",2022-04-14
19,TCS vs Infosys Q4 results: Who performed better during Covid-19 pandemic?,"Tata Consultancy Services (TCS) and Infosys have announced their results for the fourth quarter of financial year 2021-22 that ended on March 31. India's top two software services firms posted profits and robust growth. Both the IT majors have hired a significant number of employees, according to data on TCS and Infosys's BSE filings.With Q4 results out in the public domain, let's take a look at how both these IT majors performed during the Covid-19 pandemic.India's largest IT firm, TCS, has reported a 7.4 per cent increase in its March quarter net profit to Rs 9,926 crore. The country’s largest software services firm sounded confident about the new financial and positive business momentum.India's second-largest software services company, Infosys, saw its net profit in the March quarter surge to a 12 per cent rise to Rs 5,686 crore.It has projected a 13-15 per cent revenue growth in the fiscal year that began on April 1, 2022 on the back of a ""strong demand environment"" and ""robust deal pipeline"".TCS crossed the Rs 50,000-crore revenue mark for the first time. The company also reported its highest-ever total revenues of Rs 50,591 crore in the March quarter of fiscal 2021-22.Infosys' revenue grew 22.7 per cent to Rs 32,276 crore in the March quarter of FY 2021-22.For the full year Fiscal 2021-22, Infosys' net profit was up 14.3 per cent to Rs 22,110 crore, as revenue rose by 21 per cent to Rs 1,21,641 crore.For the entire FY22, the net profit of TCS jumped 14.8 per cent to Rs 38,327 crore as the revenue for the full fiscal year rose to Rs 1,91,754 crore, up by over 16 per cent.Infosys hired 85,000 freshers globally and in India during the year ended March 31, 2022, and is planning to hire over 50,000 freshers in FY23.TCS, the single largest employer in the private sector, added 1,03,546 employees during the financial year 2021-22, taking the overall headcount to 5,92,195.ALSO READ | As inflation rate soars in India, take a look at situation in US, UK, China, Pakistan",2022-04-14
20,Delhi: Girl jumps off Akshardham metro station in suicide attempt | Video,"A ruckus erupted at the Akshardham metro station on Thursday morning after a 25-year-old girl tried to kill herself by jumping off the edge of the sidewall.Luckily, a Central Industrial Security Force (CISF) personnel noticed her and immediately informed the shift head. They reached the spot and tried to convince the girl to come down.The girl turned deaf ear to their pleas and signalled that she would not get off the edge.The shift in charge immediately informed the station controller, metro control, cluster Inspector and line in charge, who then informed the local police and arranged an ambulance.The shift in charge along with four staff from the nearby mall went down to the ground and arranged a thick blanket to rescue the girl.Despite all possible efforts, the girl jumped off the edge but was rescued by the team.She suffered some injuries to her leg. She was immediately rushed to the Lal Bahadur Shastri Hospital for further treatment.The girl is conscious and has suffered some injuries to her right leg.READ | Thiruvananthapuram: Special CBI Court announces life term for accused in Shyamal Mandal murder case",2022-04-14
21,Riddhima wore Rs 1.5 lakh saree for bhai Ranbir’s mehendi ceremony,"The D-day is here! Alia Bhatt and Ranbir Kapoor are all set to get married today. The couple will tie the knot in an intimate wedding ceremony in the presence of their close friends and family members in Mumbai. Their pre-wedding revelries kickstarted with a mehendi ceremony on Wednesday. Oh boy, what a dazzling affair it was. Right from Kareena Kapoor, Karisma Kapoor, Neetu Kapoor to Karan Johar, Shaheen Bhatt and Pooja Bhatt, celebrities were dressed to impress in stunning ethnic ensembles. However, Ranbir’s sister Riddhima Kapoor Sahni stole the show in a glitzy sequinned saree.For her bhai ki mehendi ceremony, Riddhima swore by the timeless charm of six yards. She opted for an all-sequinned saree from her go-to designer and close friend Manish Malhotra. She even took to Instagram to give a glimpse of her stunning outfit.Take a look:A post shared by Riddhima Kapoor Sahni (RKS) (@riddhimakapoorsahniofficial)Riddhima Kapoor Sahni went all the way glam for Ranbir and Alia’s mehendi and slipped into a heavily-sequinned saree. The ivory canvas of her six yards was completely drenched with designer Manish Malhotra’s signature sequin details.She styled the head-turning drape with a regal choker and a statement pair of earrings. As for her hair, she kept it open in a middle-parting style. You definitely should not ignore her makeup game as well. She complemented the sparkling outfit with minimal makeup featuring soft-smokey eyes, glossy pink lips and a natural base accentuated with bronzer and highlighter.Want to know the price of the saree that Riddhima Kapoor Sahni wore? Well, it costs Rs 1,55,000. It can be purchased online from Manish Malhotra’s website as well.We can’t wait to see what she wears for Ranbir Kapoor and Alia Bhatt's wedding ceremony!",2022-04-14
22,"Ministers Ma Subramanian, Thangam Thennarasu meet TN Governor over NEET; DMK, allies to boycott tea party","Tamil Nadu health minister Ma Subramanian and minister Thangam Thennarasu met with Governor RN Ravi on Thursday, April 14. The sudden meeting lasted for over 45 minutes and minister Thangam Thenarasu said that the main agenda of the meeting was about the anti-NEET bill.The anti-NEET bill by the state government was created based on the findings of the AK Rajan committee.The minister added that instead of giving assent, the Governor had kept it as it is. On February 8, the bill was passed again and it was sent again to the Governor. Still, the Governor has not given his assent.Recently, the CM had urged the Governor to forward the bill. The Governor had promised that he would send the file to the President, but still no action on this has been taken.Today’s meeting was to urge the Governor again to give his assent to the bill. Over 200 days have passed since the resolution was passed by the Assembly, said minister Thangam Thennarasu.“The governor still hasn't given a timeframe as to when he would give his assent or send the document to the president, and this is sad. It is an issue that will affect the life of students who have medical aspiration,” said the minister.The DMK and its allies, the CPI, CPM and VCK have said that they will be boycotting the tea party organised by the TN Governor RN Ravi on Thursday evening.DMK and its allies have come to this decision stating that decisions of the people given by the elected representatives of the state were not being taken up and it was against the interest of the state.The parties have all pointed fingers at the anti-NEET bill being held back by the Governor without a proper time frame as the main reason for boycotting the tea party.",2022-04-14
23,Twitter flooded with hilarious jokes as Oyo Rooms's 'thappad se darr nahi lagta sahab' post goes viral,"Some dialogues delivered by actors in films have a special place in our hearts, don’t you think? Some of them are so iconic that they get etched into the minds of people. Among them is Sonakshi Sinha’s popular dialogue from the 2010 film Dabangg. It goes like this: “Thappad se darr nahi lagta sahab, pyaar se lagta hai (I am scared of love, not a slap).”So when Oyo Rooms decided to share a post with a twist to the iconic dialogue on Twitter, it obviously went viral online. “Thappad se darr nahi lagta sahab, mere boss ke ‘typing...se lagta hai,” the viral post read.See post here:Thappad se darr nahi lagta sahab, mere boss ke ‘typing’ se lagta haiThe tweet shared on April 12 swiftly went viral online, triggering a wave of responses from netizens. Users churned out hilarious jokes and listed the plethora of things or situations they are scared of. They even gave their own special twists to the dialogue.Take a look:Thappad se darr nahi lagta sahab, Monday ko face karne se lagta hai https://t.co/CFld6yGO5tThappad se darr nahi lagta sahab, kisi holiday ka sunday par padne se lagta hai https://t.co/oweCKJ0pOfThappad se darr nahi lagta sahab, mujhe mummi ke ' 5 missed calls' se darr lagta haiThappad se darr nahi lagta sahab, mujhe papa ke '2 missed calls' se darr lagta haiThappad se darr nahi lagta sahab, Lemon & petrol price badhne se lagta haiThappad se darr nahi lagta saheb, mere pappa ki belt se lagta hai https://t.co/zChZbOeaSHThappad se darr nhi lagta sahab, SBI ke lunch time se lagta hai https://t.co/jIuFvybtAoThappad se darr nhi lagta sahab, mere professor ki 'syllabus khatam karne ki speed' se lagta hai https://t.co/VoIeWyYtkeThappad se dar nahi lagta sahab, 90% data used ki warning se lagta hai https://t.co/WE8Ia1H2LMThe 2010 film Dabangg was Sonakshi Sinha’s debut film and also starred Salman Khan in the lead role. The movie was directed by Abhinav Kashyap.Hilarious, right?",2022-04-14
